,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
1025,Devorah,25,"('compassionate', 'intelligent', 'curious')","('impatient', 'perfectionist', 'stubborn')","('reading', 'hiking', 'painting')",biologist,natural healing,middle,heterosexual,agnostic,2,5.6,brown,blue,light,slim,ISRAELI,F,"('ISRAELI', 'F')"
1026,Rezso,30,"('analytical', 'resourceful', 'loyal')","('distrustful', 'cynical', 'abrasive')","('chess', 'coding', 'woodworking')",engineer,tech mastery,upper-middle,bisexual,atheist,2,6.0,black,green,olive,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
1027,Irja,22,"('friendly', 'creative', 'outgoing')","('indecisive', 'impulsive', 'naive')","('photography', 'dancing', 'baking')",graphic designer,camouflage blend,middle,homosexual,spiritual,2,5.4,blonde,brown,fair,petite,NORDIC,F,"('NORDIC', 'F')"
1028,Paschalis,27,"('strategic', 'loyal', 'thoughtful')","('obstinate', 'sarcastic', 'pessimistic')","('fishing', 'gardening', 'poetry')",historian,historical foresight,upper,heterosexual,christian,2,5.1,grey,hazel,tan,average,GREEK,M,"('GREEK', 'M')"
1029,Cristobal,35,"('charismatic', 'motivated', 'determined')","('arrogant', 'workaholic', 'impatient')","('kayaking', 'travelling', 'cooking')",entrepreneur,inspiration wave,upper,pansexual,none,2,6.1,dark brown,black,medium,muscular,HISPANIC,M,"('HISPANIC', 'M')"
1030,Shmouel,29,"('patient', 'detail-oriented', 'trustworthy')","('rigid', 'reserved', 'critical')","('gaming', 'writing', 'cycling')",accountant,data absorption,middle,heterosexual,jewish,2,5.9,red,gray,fair,average,ISRAELI,M,"('ISRAELI', 'M')"
1031,Yeheskel,28,"('adventurous', 'loyal', 'intelligent')","('reckless', 'stubborn', 'moody')","('rock climbing', 'photography', 'reading')",journalist,truth sensing,middle,bisexual,agnostic,2,6.2,dark blonde,blue,light,lean,ISRAELI,M,"('ISRAELI', 'M')"
1032,Eamonn,33,"('empathetic', 'courageous', 'diplomatic')","('anxious', 'self-critical', 'hesitant')","('pottery', 'yoga', 'gardening')",therapist,emotional shielding,upper-middle,heterosexual,deist,2,6.0,black,brown,dark,stocky,ENGLISH,M,"('ENGLISH', 'M')"
1033,Chuka,26,"('enthusiastic', 'adaptable', 'creative')","('disorganized', 'impulsive', 'forgetful')","('music', 'photography', 'swimming')",musician,sonic blast,middle,queer,spiritual,2,5.8,brown,amber,dark brown,fit,AFRICAN,M,"('AFRICAN', 'M')"
1034,Carmelina,31,"('ambitious', 'perceptive', 'kind')","('workaholic', 'perfectionist', 'sensitive')","('baking', 'knitting', 'cycling')",chef,culinary enchantment,middle,homosexual,agnostic,2,5.5,black,dark brown,light brown,average,ITALIAN,F,"('ITALIAN', 'F')"
1035,Hansgunther,38,"('intellectual', 'stoic', 'disciplined')","('aloof', 'sarcastic', 'rigid')","('fencing', 'reading', 'bird watching')",professor,encyclopedic knowledge,upper-middle,heterosexual,atheist,2,6.3,white,green,light,lean,GERMAN,M,"('GERMAN', 'M')"
1036,Masayosi,24,"('artistic', 'innovative', 'energetic')","('melodramatic', 'procrastinator', 'restless')","('drawing', 'gaming', 'surfing')",animator,illusory projection,middle,asexual,buddhist,2,5.7,black,dark brown,light brown,slender,JAPANESE,M,"('JAPANESE', 'M')"
1037,Shigehiko,50,"('wise', 'calm', 'strategic')","('inflexible', 'reserved', 'stern')","('meditation', 'gardening', 'calligraphy')",war veteran,battle foresight,middle,heterosexual,shinto,2,5.6,grey,brown,tan,muscular,JAPANESE,M,"('JAPANESE', 'M')"
1038,Youssif,34,"('sincere', 'patient', 'meticulous')","('overthinking', 'quiet', 'stubborn')","('reading', 'fishing', 'woodworking')",carpenter,wood manipulation,lower-middle,heterosexual,muslim,2,5.9,black,dark brown,dark,muscular,ARAB,M,"('ARAB', 'M')"
1039,Charikleia,29,"('independent', 'adventurous', 'passionate')","('stubborn', 'impatient', 'headstrong')","('hiking', 'sculpting', 'traveling')",architect,structure conjuring,middle,pansexual,atheist,2,5.7,red,green,fair,average,GREEK,F,"('GREEK', 'F')"
1040,Dovile,32,"('persistent', 'resourceful', 'kind')","('overbearing', 'skeptical', 'overthinking')","('photography', 'running', 'writing')",journalist,truth detection,upper-middle,bisexual,agnostic,2,5.6,blonde,blue,fair,slim,BALTIC,F,"('BALTIC', 'F')"
1041,Natsue,19,"('cheerful', 'energetic', 'curious')","('impulsive', 'naive', 'overconfident')","('videography', 'dancing', 'gaming')",student,speed burst,middle,heterosexual,none,2,5.3,black,brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
1042,Ilana,27,"('empathetic', 'creative', 'diligent')","('self-critical', 'shy', 'easily overwhelmed')","('painting', 'puzzle solving', 'yoga')",teacher,mind meld,lower-middle,heterosexual,jewish,2,5.5,dark brown,hazel,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
1043,Yunjung,22,"('compassionate', 'thoughtful', 'determined')","('easily distracted', 'self-critical', 'overly trusting')","('singing', 'poetry', 'volunteering')",medical student,healing touch,middle,homosexual,christian,2,5.7,dark brown,black,light,slim,KOREAN,F,"('KOREAN', 'F')"
1044,Radvile,36,"('logical', 'calm', 'observant')","('serious', 'unforgiving', 'reserved')","('hiking', 'gardening', 'reading')",chemist,chemical manipulation,middle,bisexual,agnostic,2,5.4,brown,blue,pale,average,BALTIC,F,"('BALTIC', 'F')"
1045,Younsook,25,"('empathetic', 'curious', 'resilient')","('impatient', 'indecisive', 'stubborn')","('painting', 'hiking', 'playing violin')",Software Developer,Lightning Code,middle class,heterosexual,agnostic,2,5.6,black,brown,fair,slim,KOREAN,F,"('KOREAN', 'F')"
1046,Efrossyni,30,"('optimistic', 'attentive', 'creative')","('perfectionist', 'overthinker', 'moody')","('photography', 'gardening', 'dancing')",Architect,Design Burst,upper middle class,bisexual,Christian,2,5.8,brown,green,olive,athletic,GREEK,F,"('GREEK', 'F')"
1047,Remko,28,"('innovative', 'friendly', 'analytical')","('critical', 'introverted', 'aloof')","('coding', 'cycling', 'chess')",Data Scientist,Data Blast,middle class,heterosexual,agnostic,2,6.1,blonde,blue,fair,muscular,DUTCH,M,"('DUTCH', 'M')"
1048,Thokozile,32,"('confident', 'adaptable', 'loyal')","('impatient', 'blunt', 'restless')","('playing soccer', 'reading', 'cooking')",Civil Engineer,Structural Surge,middle class,heterosexual,Christian,2,5.5,black,brown,dark,toned,AFRICAN,F,"('AFRICAN', 'F')"
1049,Qasem,29,"('strategic', 'dedicated', 'calm')","('stubborn', 'reserved', 'skeptical')","('playing chess', 'reading', 'jogging')",Financial Analyst,Financial Strike,middle class,heterosexual,Muslim,2,5.7,brown,brown,tan,slim,ARAB,M,"('ARAB', 'M')"
1050,Amelie,27,"('ambitious', 'compassionate', 'creative')","('perfectionist', 'impulsive', 'impatient')","('painting', 'singing', 'yoga')",Graphic Designer,Color Flash,upper middle class,bisexual,agnostic,2,5.4,red,hazel,fair,petite,FRENCH,F,"('FRENCH', 'F')"
1051,Larraine,34,"('independent', 'resourceful', 'adventurous')","('introverted', 'impulsive', 'sarcastic')","('rock climbing', 'reading', 'gardening')",Wildlife Biologist,Eco Strike,middle class,heterosexual,spiritual,2,5.5,black,brown,light brown,athletic,ENGLISH,F,"('ENGLISH', 'F')"
1052,Ursulla,26,"('charismatic', 'compassionate', 'thoughtful')","('pessimistic', 'insecure', 'overly emotional')","('writing', 'photography', 'volunteering')",Journalist,Truth Blast,middle class,lesbian,agnostic,2,5.7,blonde,blue,fair,slim,GERMAN,F,"('GERMAN', 'F')"
1053,Insik,31,"('disciplined', 'innovative', 'calm')","('reserved', 'stubborn', 'critical')","('coding', 'building model kits', 'playing the piano')",Mechanical Engineer,Gear Shift,middle class,heterosexual,agnostic,2,5.9,black,brown,fair,medium,KOREAN,M,"('KOREAN', 'M')"
1054,Patoomratana,24,"('cheerful', 'creative', 'intelligent')","('naive', 'overwhelmed by stress', 'impatient')","('baking', 'dancing', 'playing guitar')",Chef,Flavor Burst,middle class,bisexual,Buddhist,2,5.3,black,dark brown,tan,petite,THAI,F,"('THAI', 'F')"
1055,Prodromos,33,"('analytic', 'determined', 'charismatic')","('impatient', 'stubborn', 'overthinking')","('reading', 'fishing', 'photography')",Lawyer,Legal Strike,upper middle class,heterosexual,Christian,2,6.0,black,brown,olive,fit,GREEK,M,"('GREEK', 'M')"
1056,Kihong,29,"('thoughtful', 'detail-oriented', 'hardworking')","('perfectionist', 'reserved', 'inflexible')","('photography', 'painting', 'jogging')",Graphic Designer,Color Splash,middle class,heterosexual,none,2,5.11,black,dark brown,fair,slim,KOREAN,M,"('KOREAN', 'M')"
1057,Arabinda,40,"('wise', 'patient', 'diplomatic')","('stubborn', 'detached', 'condescending')","('reading', 'meditating', 'gardening')",Professor,Knowledge Burst,upper middle class,heterosexual,Hindu,2,5.8,grey,black,brown,average,INDIAN,M,"('INDIAN', 'M')"
1058,Chittima,22,"('kind', 'empathetic', 'cheerful')","('shy', 'naive', 'indecisive')","('swimming', 'drawing', 'singing')",Nurse,Healing Wave,middle class,asexual,Buddhist,2,5.4,black,dark brown,tan,slim,THAI,F,"('THAI', 'F')"
1059,Huiping,35,"('meticulous', 'pragmatic', 'reliable')","('aloof', 'pessimistic', 'strict')","('gardening', 'puzzle solving', 'cooking')",Pharmacist,Pharma Shock,middle class,heterosexual,none,2,5.7,black,brown,fair,average,CHINESE,F,"('CHINESE', 'F')"
1060,Nava,36,"('compassionate', 'dedicated', 'creative')","('impatient', 'overly critical', 'stubborn')","('painting', 'traveling', 'yoga')",Art Teacher,Art Burst,middle class,heterosexual,Jewish,2,5.6,black,hazel,olive,slim,ISRAELI,F,"('ISRAELI', 'F')"
1061,Corien,27,"('confident', 'passionate', 'adventurous')","('impulsive', 'stubborn', 'reckless')","('skydiving', 'traveling', 'cooking')",Travel Blogger,Adventure Bolt,upper middle class,bisexual,none,2,5.7,blonde,blue,fair,toned,DUTCH,F,"('DUTCH', 'F')"
1062,Nadege,30,"('empathetic', 'organized', 'diligent')","('perfectionist', 'anxious', 'overly sensitive')","('reading', 'cooking', 'dancing')",Event Planner,Event Surge,middle class,heterosexual,Christian,2,5.5,black,brown,dark,athletic,FRENCH,F,"('FRENCH', 'F')"
1063,Hyunsik,28,"('intelligent', 'driven', 'analytical')","('impatient', 'sarcastic', 'introverted')","('coding', 'gaming', 'jogging')",Cyber Security Specialist,Encrypt Strike,middle class,heterosexual,none,2,5.9,black,dark brown,fair,slim,KOREAN,M,"('KOREAN', 'M')"
1064,Umesh,33,"('pragmatic', 'warm-hearted', 'determined')","('stubborn', 'reserved', 'impatient')","('playing guitar', 'meditating', 'hiking')",Doctor,Healing Pulse,upper middle class,heterosexual,Hindu,2,5.8,black,black,brown,average,INDIAN,M,"('INDIAN', 'M')"
1065,Justiniano,26,"('curious', 'optimistic', 'thoughtful')","('impatient', 'stubborn', 'forgetful')","('reading', 'hiking', 'photography')",journalist,quick wit,middle,heterosexual,agnostic,2,6.0,black,brown,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
1066,Hannaneh,32,"('attentive', 'creative', 'ambitious')","('anxious', 'overcritical', 'reserved')","('painting', 'yoga', 'gardening')",architect,design mastery,upper-middle,bisexual,spiritual,2,5.5,brown,green,light,slim,ARAB,F,"('ARAB', 'F')"
1067,Antanas,29,"('friendly', 'adventurous', 'dedicated')","('reckless', 'impulsive', 'sarcastic')","('cycling', 'gaming', 'cooking')",software developer,coding genie,middle,heterosexual,atheist,2,5.9,blonde,blue,fair,medium,BALTIC,M,"('BALTIC', 'M')"
1068,Seyedtaghi,41,"('wise', 'patient', 'generous')","('conservative', 'pessimistic', 'aloof')","('chess', 'reading', 'fishing')",professor,strategic thinking,upper-middle,heterosexual,agnostic,2,6.2,gray,hazel,tan,average,ARAB,M,"('ARAB', 'M')"
1069,Kameshwari,25,"('innovative', 'empathetic', 'motivated')","('restless', 'insecure', 'procrastinator')","('writing', 'singing', 'volunteering')",social worker,inspire hope,middle,heterosexual,Hindu,2,5.4,black,brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
1070,Giselia,34,"('confident', 'articulate', 'strategic')","('manipulative', 'arrogant', 'impulsive')","('ballet', 'travelling', 'knitting')",lawyer,legal brilliance,upper-middle,lesbian,Christian,2,5.7,red,blue,fair,slim,HISPANIC,F,"('HISPANIC', 'F')"
1071,Ceyhun,28,"('innovative', 'humorous', 'adaptable')","('disorganized', 'impatient', 'indecisive')","('swimming', 'gaming', 'woodworking')",engineer,problem solver,middle,heterosexual,Muslim,2,6.1,dark brown,gray,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
1072,Slavenka,37,"('courageous', 'loyal', 'intelligent')","('stubborn', 'blunt', 'short-tempered')","('running', 'puzzles', 'cooking')",firefighter,firefighter's strength,middle,bisexual,Orthodox,2,5.8,black,brown,light,athletic,SLAV,F,"('SLAV', 'F')"
1073,Miwako,23,"('detail-oriented', 'cheerful', 'compassionate')","('shy', 'overthinker', 'perfectionist')","('origami', 'gardening', 'calligraphy')",teacher,educational brilliance,lower-middle,heterosexual,Shinto,2,5.3,black,brown,fair,slim,JAPANESE,F,"('JAPANESE', 'F')"
1074,Flavien,30,"('analytical', 'pragmatic', 'kind')","('aloof', 'sensitive', 'cautious')","('hiking', 'playing guitar', 'photography')",data analyst,data wizard,middle,gay,agnostic,2,5.11,brown,green,fair,medium,FRENCH,M,"('FRENCH', 'M')"
1075,Guotao,45,"('experienced', 'fearless', 'independent')","('stern', 'workaholic', 'distrustful')","('martial arts', 'gardening', 'writing')",entrepreneur,business acumen,upper,heterosexual,Buddhist,2,5.1,black,dark brown,light brown,fit,CHINESE,M,"('CHINESE', 'M')"
1076,Taekyung,27,"('innovative', 'energetic', 'empathetic')","('restless', 'overly-sensitive', 'scatterbrained')","('dancing', 'gaming', 'coding')",graphic designer,design prowess,middle,heterosexual,spiritual,2,5.8,black,brown,light,slim,KOREAN,M,"('KOREAN', 'M')"
1077,Wasana,38,"('resilient', 'disciplined', 'affectionate')","('stubborn', 'reserved', 'competitive')","('meditation', 'tennis', 'cooking')",physician,healing hands,upper-middle,heterosexual,Buddhist,2,5.6,black,brown,tan,medium,THAI,F,"('THAI', 'F')"
1078,Iclal,26,"('compassionate', 'enthusiastic', 'resourceful')","('naive', 'overzealous', 'impatient')","('singing', 'swimming', 'photography')",nurse,empathy wave,middle,heterosexual,Muslim,2,5.5,brown,hazel,light brown,slim,TURKISH,F,"('TURKISH', 'F')"
1079,Kruthika,31,"('inventive', 'meticulous', 'diplomatic')","('perfectionist', 'impatient', 'critical')","('painting', 'hiking', 'reading')",scientist,scientific genius,middle,heterosexual,Hindu,2,5.7,black,brown,dark,medium,INDIAN,F,"('INDIAN', 'F')"
1080,Meilin,19,"('curious', 'kind', 'energetic')","('impulsive', 'overconfident', 'distracted')","('dancing', 'sketching', 'reading')",student,creative spark,middle,bisexual,Buddhist,2,5.4,black,brown,light,slim,CHINESE,F,"('CHINESE', 'F')"
1081,Hikmet,33,"('analytical', 'logical', 'persistent')","('stubborn', 'reclusive', 'unemotional')","('astronomy', 'programming', 'chess')",researcher,data synthesis,middle,heterosexual,agnostic,2,5.9,black,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
1082,Pieranna,40,"('compassionate', 'patient', 'creative')","('procrastinator', 'easily distracted', 'indecisive')","('sewing', 'gardening', 'reading')",therapist,mind healer,middle,lesbian,Christian,2,5.7,blonde,blue,fair,average,ITALIAN,F,"('ITALIAN', 'F')"
1083,Hennariikka,28,"('ambitious', 'resourceful', 'friendly')","('stubborn', 'impatient', 'opinionated')","('skiing', 'photography', 'playing piano')",journalist,storyteller's gift,middle,heterosexual,agnostic,2,5.7,dark brown,blue,light,slim,NORDIC,F,"('NORDIC', 'F')"
1084,Chatchawan,36,"('practical', 'determined', 'curious')","('blunt', 'impatient', 'self-critical')","('photography', 'travelling', 'cooking')",chef,culinary magic,middle,heterosexual,Buddhist,2,6.0,black,brown,light brown,athletic,THAI,M,"('THAI', 'M')"
1085,Mohamadou,32,"('kind', 'intelligent', 'patient')","('stubborn', 'introverted', 'perfectionist')","('reading', 'cycling', 'gardening')",software developer,code breaker,middle class,heterosexual,agnostic,2,5.9,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
1086,Merja,27,"('creative', 'optimistic', 'curious')","('impulsive', 'disorganized', 'impatient')","('painting', 'hiking', 'cooking')",graphic designer,color splash,middle class,bisexual,atheist,2,5.6,blonde,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
1087,Jurita,40,"('dedicated', 'thoughtful', 'calm')","('overthinking', 'critical', 'reserved')","('writing', 'yoga', 'bird watching')",teacher,mind mapper,middle class,heterosexual,spiritual,2,5.7,brown,green,olive,average,BALTIC,F,"('BALTIC', 'F')"
1088,Kornelia,22,"('energetic', 'humorous', 'social')","('impulsive', 'forgetful', 'naive')","('dancing', 'photography', 'traveling')",student,flash dance,student,pansexual,agnostic,2,5.8,red,hazel,fair,athletic,GERMAN,F,"('GERMAN', 'F')"
1089,Keiko,35,"('organized', 'dependable', 'empathetic')","('perfectionist', 'workaholic', 'shy')","('knitting', 'meditation', 'playing violin')",nurse,healing hands,middle class,heterosexual,Buddhist,2,5.4,black,brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
1090,Jolan,28,"('ambitious', 'humble', 'inventive')","('impatient', 'stubborn', 'moody')","('robotics', 'gaming', 'jogging')",engineer,tech whiz,middle class,homosexual,secular,2,6.1,dark brown,gray,tan,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1091,Gianangelo,45,"('artistic', 'charming', 'generous')","('overconfident', 'impulsive', 'disorganized')","('sculpting', 'wine tasting', 'cooking')",artist,master sculptor,upper middle class,heterosexual,Catholic,2,5.11,gray,brown,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
1092,Bhuvaneshwari,33,"('wise', 'resilient', 'friendly')","('overprotective', 'pessimistic', 'aloof')","('yoga', 'reading', 'pottery')",therapist,mind healer,middle class,heterosexual,Hindu,2,5.5,black,black,brown,curvy,INDIAN,F,"('INDIAN', 'F')"
1093,Rodolphe,50,"('diligent', 'strategic', 'humble')","('gruff', 'impatient', 'secretive')","('chess', 'gardening', 'brewing beer')",scientist,data analysis,upper class,heterosexual,atheist,2,6.0,white,blue,fair,slender,FRENCH,M,"('FRENCH', 'M')"
1094,Pierino,29,"('friendly', 'creative', 'optimistic')","('impatient', 'forgetful', 'naive')","('playing guitar', 'sketching', 'cycling')",chef,culinary artist,middle class,heterosexual,agnostic,2,5.9,brown,green,tan,lean,ITALIAN,M,"('ITALIAN', 'M')"
1095,Tinneke,38,"('compassionate', 'dedicated', 'philosophical')","('introverted', 'overthinking', 'indecisive')","('writing poetry', 'cycling', 'bird watching')",librarian,book whisperer,middle class,lesbian,spiritual,2,5.6,black,brown,light,average,DUTCH,F,"('DUTCH', 'F')"
1096,Yimei,26,"('enthusiastic', 'resourceful', 'joyful')","('impatient', 'impulsive', 'stubborn')","('cooking', 'traveling', 'karate')",journalist,fast writer,middle class,heterosexual,Taoist,2,5.5,black,dark brown,light,average,CHINESE,F,"('CHINESE', 'F')"
1097,Aleksandras,41,"('determined', 'pragmatic', 'realistic')","('stubborn', 'skeptical', 'reserved')","('woodworking', 'fishing', 'cycling')",carpenter,woodcraft master,middle class,heterosexual,agnostic,2,6.2,brown,blue,fair,muscular,BALTIC,M,"('BALTIC', 'M')"
1098,Rauno,30,"('thoughtful', 'calm', 'dedicated')","('overthinker', 'introverted', 'sensitive')","('photography', 'reading', 'fishing')",photographer,perfect shot,middle class,asexual,atheist,2,6.0,blonde,grey,fair,slim,NORDIC,M,"('NORDIC', 'M')"
1099,Erminia,36,"('empathetic', 'positive', 'generous')","('overprotective', 'impulsive', 'anxious')","('running', 'gardening', 'singing')",social worker,empathy wave,middle class,heterosexual,Catholic,2,5.5,brown,brown,tan,slender,ITALIAN,F,"('ITALIAN', 'F')"
1100,Vyta,34,"('creative', 'energetic', 'friendly')","('forgetful', 'impulsive', 'overconfident')","('dancing', 'acting', 'playing guitar')",actor,role master,middle class,pansexual,atheist,2,5.8,red,green,fair,athletic,BALTIC,F,"('BALTIC', 'F')"
1101,Abdulmajed,29,"('respectful', 'intelligent', 'honest')","('reserved', 'stubborn', 'perfectionist')","('reading', 'playing chess', 'running')",lawyer,logical leap,middle class,heterosexual,Muslim,2,5.1,black,brown,dark,lean,ARAB,M,"('ARAB', 'M')"
1102,Lutfu,26,"('loyal', 'determined', 'kind')","('naive', 'impatient', 'forgetful')","('swimming', 'gaming', 'cooking')",software engineer,cyber defender,middle class,bisexual,Muslim,2,5.8,dark brown,brown,olive,average,TURKISH,M,"('TURKISH', 'M')"
1103,Hirohiko,39,"('calm', 'dedicated', 'organized')","('strict', 'overcritical', 'introverted')","('origami', 'gardening', 'fishing')",engineer,precision strike,middle class,heterosexual,Shinto,2,5.7,black,dark brown,light,average,JAPANESE,M,"('JAPANESE', 'M')"
1104,Torleiv,33,"('adventurous', 'dramatic', 'open-minded')","('reckless', 'overconfident', 'impatient')","('hiking', 'climbing', 'photography')",travel blogger,peak reacher,middle class,homosexual,agnostic,2,6.0,blonde,blue,fair,athletic,NORDIC,M,"('NORDIC', 'M')"
1105,Radomir,35,"('compassionate', 'curious', 'optimistic')","('impatient', 'stubborn', 'aloof')","('reading', 'gardening', 'hiking')",engineer,Lightning Calculation,middle class,heterosexual,agnostic,2,6.0,black,brown,fair,athletic,SLAV,M,"('SLAV', 'M')"
1106,Karoly,28,"('thoughtful', 'diligent', 'creative')","('introverted', 'overcritical', 'reserved')","('painting', 'traveling', 'playing guitar')",graphic designer,Artistic Vision,middle class,bisexual,none,2,5.8,blonde,blue,light,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
1107,Yoonkyung,22,"('friendly', 'innovative', 'thoughtful')","('naive', 'impatient', 'emotional')","('coding', 'photography', 'gaming')",student,Code Breaker,middle class,asexual,atheist,2,5.7,brown,black,tan,average,KOREAN,F,"('KOREAN', 'F')"
1108,Meletios,40,"('meticulous', 'wise', 'humorous')","('cynical', 'pessimistic', 'stubborn')","('writing', 'fishing', 'chess')",historian,Historical Insight,upper middle class,heterosexual,orthodox christian,2,5.9,gray,green,olive,robust,GREEK,M,"('GREEK', 'M')"
1109,Willemijn,30,"('charismatic', 'resourceful', 'empathetic')","('anxious', 'workaholic', 'blunt')","('cycling', 'baking', 'volunteering')",doctor,Healing Touch,middle class,lesbian,none,2,5.6,red,hazel,fair,toned,DUTCH,F,"('DUTCH', 'F')"
1110,Dimitris,26,"('adventurous', 'spontaneous', 'kind')","('reckless', 'gullible', 'moody')","('climbing', 'gaming', 'cooking')",chef,Culinary Masterpiece,middle class,pansexual,christian,2,5.1,dark brown,blue,tan,muscular,GREEK,M,"('GREEK', 'M')"
1111,Chrysi,32,"('ambitious', 'loyal', 'intelligent')","('stubborn', 'impatient', 'bossy')","('puzzles', 'writing', 'yoga')",lawyer,Argument Crusher,upper middle class,heterosexual,orthodox christian,2,5.5,black,brown,olive,average,GREEK,F,"('GREEK', 'F')"
1112,Kazeem,29,"('outgoing', 'thoughtful', 'perceptive')","('impatient', 'perfectionist', 'argumentative')","('soccer', 'jogging', 'playing guitar')",teacher,Knowledge Burst,middle class,heterosexual,islam,2,6.1,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
1113,Dieuwertje,24,"('enthusiastic', 'creative', 'adaptable')","('disorganized', 'impulsive', 'forgetful')","('photography', 'reading', 'swimming')",journalist,Story Weaver,middle class,bisexual,spiritual,2,5.7,brown,blue,light,slim,DUTCH,F,"('DUTCH', 'F')"
1114,Zerin,36,"('calm', 'persistent', 'intellectual')","('aloof', 'sensitive', 'secretive')","('writing', 'meditation', 'hiking')",therapist,Mind Healer,upper middle class,asexual,buddhist,2,5.6,black,dark brown,light brown,average,TURKISH,F,"('TURKISH', 'F')"
1115,Taghrid,27,"('creative', 'intuitive', 'kind')","('insecure', 'procrastinator', 'sensitive')","('painting', 'singing', 'dancing')",artist,Artistry Unleashed,middle class,pansexual,muslim,2,5.5,dark brown,brown,medium,slim,ARAB,F,"('ARAB', 'F')"
1116,Borges,50,"('wise', 'reflective', 'courageous')","('grumpy', 'stubborn', 'aloof')","('fishing', 'writing', 'gardening')",philosopher,Philosophical Insight,upper middle class,heterosexual,none,2,5.9,gray,green,olive,average,HISPANIC,M,"('HISPANIC', 'M')"
1117,Jiaying,19,"('bubbly', 'curious', 'industrious')","('naive', 'overzealous', 'impulsive')","('gaming', 'reading', 'traveling')",student,Knowledge Burst,middle class,questioning,none,2,5.4,black,dark brown,tan,average,CHINESE,F,"('CHINESE', 'F')"
1118,Smadar,33,"('empathetic', 'passionate', 'dedicated')","('stubborn', 'self-critical', 'sensitive')","('baking', 'writing', 'bird-watching')",nurse,Healing Hands,middle class,bisexual,jewish,2,5.6,auburn,hazel,fair,average,ISRAELI,F,"('ISRAELI', 'F')"
1119,Adwoa,27,"('confident', 'generous', 'wise')","('arrogant', 'impatient', 'emotional')","('singing', 'dancing', 'volunteering')",musician,Sonic Boom,middle class,straight,christian,2,5.7,black,brown,dark,slim,AFRICAN,F,"('AFRICAN', 'F')"
1120,Paolo,29,"('charismatic', 'funny', 'loyal')","('impulsive', 'overconfident', 'stubborn')","('soccer', 'photography', 'travelling')",photographer,Perfect Shot,middle class,straight,catholic,2,6.0,brown,hazel,tan,athletic,ITALIAN,M,"('ITALIAN', 'M')"
1121,Zrinka,31,"('calm', 'organized', 'empathetic')","('reserved', 'critical', 'stubborn')","('painting', 'gardening', 'yoga')",teacher,Calming Aura,middle class,straight,agnostic,2,5.6,blonde,green,light,slim,SLAV,F,"('SLAV', 'F')"
1122,Magdolna,40,"('wise', 'kind', 'dedicated')","('stubborn', 'impatient', 'overly critical')","('reading', 'writing', 'cooking')",scientist,Analytical Mind,upper middle class,straight,none,2,5.6,black,brown,light,average,HUNGARIAN,F,"('HUNGARIAN', 'F')"
1123,Kazuteru,33,"('intelligent', 'kind', 'organized')","('stubborn', 'reserved', 'pessimistic')","('reading', 'hiking', 'cooking')",engineer,Mechanical Genius,middle class,straight,shinto,2,5.8,black,dark brown,tan,athletic,JAPANESE,M,"('JAPANESE', 'M')"
1124,Romina,25,"('adventurous', 'dramatic', 'open-minded')","('impulsive', 'overconfident', 'moody')","('acting', 'singing', 'dancing')",actor,Stage Presence,middle class,pansexual,agnostic,2,5.6,brown,green,fair,slim,ITALIAN,F,"('ITALIAN', 'F')"
1125,Ermenegildo,32,"('kind', 'intelligent', 'patient')","('stubborn', 'introverted', 'perfectionist')","('gardening', 'reading', 'cooking')",botanist,Plant Whisper,middle class,heterosexual,agnostic,2,5.9,black,brown,olive,slim,ITALIAN,M,"('ITALIAN', 'M')"
1126,Siriporn,28,"('creative', 'diligent', 'empathetic')","('impulsive', 'anxious', 'overthinking')","('painting', 'yoga', 'photography')",graphic designer,Illusion Art,middle class,bisexual,Buddhist,2,5.6,brown,black,tan,athletic,THAI,F,"('THAI', 'F')"
1127,Nechama,45,"('disciplined', 'generous', 'witty')","('cynical', 'impatient', 'judgmental')","('knitting', 'volunteering', 'hiking')",school teacher,Knowledge Burst,middle class,lesbian,Jewish,2,5.4,gray,green,fair,average,ISRAELI,F,"('ISRAELI', 'F')"
1128,Riitta,37,"('organized', 'curious', 'loyal')","('pessimistic', 'skeptical', 'reserved')","('bird watching', 'reading', 'traveling')",engineer,Precision Strike,upper middle class,heterosexual,none,2,5.7,blonde,blue,fair,muscular,NORDIC,F,"('NORDIC', 'F')"
